summary,city,state,date_time,shape,duration,stats,report_link,text,posted,city_latitude,city_longitude
"BRIGHT ORANGE, DIMPLED LOOKIN CIRCLE, NO NOISE, NOT MOVING - APPROX 3 MIN WENT INSIDE CAME BACK OUT AND OBJECT WAS GONE.",La Quinta,CA,2006-03-13T05:15:00,oval,3 MIN,"Occurred : 3/13/2006 05:15  (Entered as : 03/13/2006 5:15) Reported: 3/13/2006 10:31:55 AM 10:31 Posted: 5/15/2006 Location: La Quinta, CA Shape: Oval Duration:3 MIN",http://www.nuforc.org/webreports/049/S49598.html,"BRIGHT ORANGE, DIMPLED LOOKIN CIRCLE, NO NOISE, NOT MOVING - APPROX 3 MIN WENT INSIDE CAME BACK OUT AND OBJECT WAS GONE.",2006-05-15T00:00:00,33.65794508196727,-116.27032786885276
"Saw a cloud-like object making swift, wide, regular circles over and over.",Cleveland,OH,2006-03-13T09:25:00,circle,5min+,"Occurred : 3/13/2006 09:25  (Entered as : 3/13/06 9:25) Reported: 3/13/2006 6:50:32 PM 18:50 Posted: 5/15/2006 Location: Cleveland (suburb), OH Shape: Circle Duration:5min+",http://www.nuforc.org/webreports/049/S49615.html,"Saw a cloud-like object making swift, wide, regular circles over and over. While taking our dog out, I saw one round ""cloud"" that was lit up brighter than the rest of the sky. This ""cloud"" was moving very quickly in an ""orbiting fashion"" against a slow moving sky.  While there were other clouds, this one was different and wasn't behaving as the rest were. I've never seen anything like it. I can only compare its movement to the movement shown on radar screens seen in movies. I stopped watching as I was the only one home and a little nervous! ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",2006-05-15T00:00:00,41.47117691601711,-81.65460330426816
I saw round objects that changed color and could move hundreds of miles in seconds.,Everett,WA,2006-03-13T21:00:00,light,20minutes,"Occurred : 3/13/2006 21:00  (Entered as : 03/13/06 21:00) Reported: 3/14/2006 9:41:22 PM 21:41 Posted: 5/15/2006 Location: Everett, WA Shape: Light Duration:20minutes",http://www.nuforc.org/webreports/049/S49643.html,"I saw round objects that changed color and could move hundreds of miles in seconds. We were out on our deck and saw 6 lights in the sky they were changing color but standing still and then they all shot off in different directions and stood still for about 5 to 10 minutes. While they were still they changed color many times, they were not close enough to see the shape i assumed they were round or oval. My husband, son and I all saw them.  I talked to some of my friends and they said they saw somthing too that night. ((NUFORC Note:  Witness indicates that the date of the event is approximate.  PD))",2006-05-15T00:00:00,47.92466490727516,-122.21939985734647
"Lights, starting from one , going to three, whole event 5-6 minutes. Clear nite E. of Wichita Kansas",Leon,KS,2006-03-13T21:00:00,light,8-10 min.,"Occurred : 3/13/2006 21:00  (Entered as : 03/13/06 21:00) Reported: 3/13/2006 9:03:08 PM 21:03 Posted: 5/15/2006 Location: Leon, KS Shape: Light Duration:8-10 min.",http://www.nuforc.org/webreports/049/S49618.html,"Lights, starting from one , going to three, whole event 5-6 minutes. Clear nite E. of Wichita Kansas My wife and I were driving east on 400 highway coming from Wichita traveling to Leon.  Approximately 4 to 5 miles from Leon I noticed a light in the sky that was lower then a star and that kept going out then appearing again.  At first I thought it might be a planes landing light that went out when turning, but this light would go out and then reappear in no time at all.  I kept watching it and about 2 miles from Leon I told my wife to watch the light.  She looked up and saw the light and a second light appeared. The lights stayed lit for about 10 to 15 seconds and faded out one at a time.  Within 10 seconds, three lights appeared and stayed on again for about 10 seconds and unlike the two that fade out, the three lights went out abruptly and did not reappear. I would say that they were about 500 to 600 feet up. I would also say that putting your hand out in front of you palm extended that you would have had to turn your hand sideways to cover the lights.  Also, the lights were white, and the three lights had a little arch to them.  It was awesome!",2006-05-15T00:00:00,37.6779,-96.7245
large bluish-green light  falling across the sky from east to west,Los Banos,CA,2006-03-13T21:30:00,teardrop,3 seconds,"Occurred : 3/13/2006 21:30  (Entered as : 03/13/06 21:30) Reported: 3/15/2006 12:24:03 PM 12:24 Posted: 5/15/2006 Location: Los Banos, CA Shape: Teardrop Duration:3 seconds",http://www.nuforc.org/webreports/049/S49652.html,large bluish-green light  falling across the sky from east to west I was traveling north on I5 50 miles south of Los Banos. An object appeared which was falling from east to west at about 45 degrees with the horizon. It was about the size of your thumb with your arm fulling extended. It was teardrop shape with a bluish-green color. It fell across the sky and appeared for about 3 seconds.,2006-05-15T00:00:00,36.90360000000005,-121.02149999999988
"Bright Aqua ball of Light over Hillsboro, Oregon - viewed from Cornelius Pass - Danced in the sky",Portland,OR,2006-03-13T21:30:00,other,"not sure, seconds","Occurred : 3/13/2006 21:30  (Entered as : 03/13/06 21:30) Reported: 3/14/2006 11:42:49 PM 23:42 Posted: 5/15/2006 Location: Portland, OR Shape: Other Duration:not sure, seconds",http://www.nuforc.org/webreports/049/S49646.html,"Bright Aqua ball of Light over Hillsboro, Oregon - viewed from Cornelius Pass - Danced in the sky I heard coyotees howling very loudly outside so I opened the door to see if I could see them in our yard. I walked out on to our porch (which is on the second story of the house) and I looked acrossed the street (which is on a right angle from our house)when I realized the sound was coming from that direction to see if the coyotees were that way. Out of the corner of my left eye I caught something in the sky that looked bright. It was ""falling"" in a straight line from left to right yet at a downward angle, it appeared to be in the sky over the Beaverton or Hillsboro Area. It was just above the line of a tree in our yard, and over the lights of the town. My first reaction was that it looked like a HUGE shooting star but then my brain connected that it was not white but a very bright Aqua (blue green) color.. not a regular blue.... and it was pretty big.... much larger than any falling star I've ever seen. Sort of a firey looking bright aqua colored light. I yelled for my family because the door was still open and I really didn't know what I was seeing. It lasted long enough for me to think they would actually be able to get to where I was at and see it, but at the last moments ...as it seemed to get to it lowest point it suddenly swooped back up in a circle (rounding over itself and coming back around), then in a kind of figure eight and then basically made a bunch of very eratic moves...in a really much faster and crazier pattern. honestly the closest description I can give is that it looked like a ballon losing its air... a kind of crazy dance right at the end... and then it just disappeared. Before it did the circles though it was going very straight and fast at an angle towards the ground. It was very clear .... no clouds skewing my view..... and I saw it distinctly. I don't know what it was, so I won't even speculate, but I can say I For SURE saw what I saw and know it wasn't any kind of plane or ballon or regular aircraft I've ever witnessed before. It left me feeling pretty odd since it was so big and in such plain site. No matter what it ends up being I'd love an explaination!",2006-05-15T00:00:00,45.51052971304566,-122.66520380380288
"The following sighting reports are very similar to the one my mother, father, North Minneapolis and I had back in 1975. This is the sec",Minneapolis,MN,2006-03-13T22:30:00,triangle,15 mins,"Occurred : 3/13/2006 22:30  (Entered as : 03/13/06 22:30) Reported: 3/16/2006 12:10:30 PM 12:10 Posted: 5/15/2006 Location: Minneapolis, MN Shape: Triangle Duration:15 mins",http://www.nuforc.org/webreports/049/S49673.html,"The following sighting reports are very similar to the one my mother, father, North Minneapolis and I had back in 1975. This is the second time it's happened to a friend of mine, his story:   He said he was walking home from the store during the Monday night snowstorm and as he approached his building, he noticed three women in high-school cheerleader mini-skirts walking silently behind him (he mentioned that they were silent because he said that he only heard his own footfall as it crunched into the snow). When he turned back around he noticed what he first thought to be alot of police cars. Then he said because of the size of it, maybe a large construction crew working on Lyndale Ave N.  As he climbed the steps of his building, he noticed that the women had lined up side-by-side, standing at the foot of the steps but were facing and staring at the ""construction sight"".   Everything was silent and this is when he said he got the sudden urge to run into the building.  He said he went straight to the Recreation Room because the window there gives you a direct sight to the street where the ""construction sight"" and the women were.   This is when he got a clear view of what he said was this huge object hovering over the street about tree level.  It was silent, black, or either a very dark color, and had a row of flashing, dancing, lights running along the bottom perimeter of it.  He said what was also astonding is that the object was about as large as a football field.  ' He also noticed that the street--which is usually busy--did not have ANY traffic at all.  (I was born and raised there too so I know this particular street and it is ALWAYS busy--just like a freeway.)  He said he then started running around inside the building to all his neighbor's, knocking on their doors trying to get someone to come and see the object--finally finding someone after approximately 15 minutes.  He said he told this person, ""Man, come and see this shit!""  But when they got to the window, the craft was gone.  He said the guy then asked him, ""What shit?"", and my friend said he told him, ""Man...NEVER MIND""  He saw this very same object back in 1979 while with a group of friends. That sighting lasted for about 10 minutes as a triangular-shaped object moved slowly in their field of vision from right to left.  I must say that these encounters are similar in that there is an eerie calm and that sometimes no-one seems to be around or is arousable when these experiences happen--obviously ""they"" set it up this way.",2006-05-15T00:00:00,44.980783344228506,-93.2933078783923
Black triangle moving slow with 4 bright lights on back and no noise,Wildwood,GA,2006-03-13T23:15:00,triangle,5 Min,"Occurred : 3/13/2006 23:15  (Entered as : 03/13/06 23:15) Reported: 3/17/2006 7:17:18 AM 07:17 Posted: 5/15/2006 Location: Wildwood, GA Shape: Triangle Duration:5 Min",http://www.nuforc.org/webreports/049/S49689.html,Black triangle moving slow with 4 bright lights on back and no noise I seen 2 bright lights as I was traveling down hwy 11 going home and thought that a plane was really low. Then I noticed that it was not moving very fast. As I got further down the road I was coming along the side of it. Once I got to the side of it I noticed it was moving very slow and I heard no noise. I could see an outline of a black triangle shape. There was alot of moon light out. It started to turn and as it turned there where 4 bright lights on the back. It was still moving slowly. I slowed to about 5 mph and watched it moving and then turned around to go the same direction it was moving. As I turned around it started moving up into the sky but the body of the craft stayed horizontal. That was the coolest thing I have ever seen.,2006-05-15T00:00:00,34.9249,-85.43739999999998
"Bright white lights over Gainesville, GA, doesn't move for 30 minutes.",Gainesville,GA,2006-03-14T06:00:00,light,30 minutes,"Occurred : 3/14/2006 06:00  (Entered as : 03/14/06 6:00) Reported: 3/14/2006 5:56:03 AM 05:56 Posted: 5/15/2006 Location: Gainesville, GA Shape: Light Duration:30 minutes",http://www.nuforc.org/webreports/049/S49629.html,"Bright white lights over Gainesville, GA, doesn't move for 30 minutes. I woke up at 6:00am this morning and the first thing I saw out the bedroom window was an extremely bright white light in the dark sky.  It was not moving and was the only visible light in the sky.  I could not see any stars.  I kept watching it.  Eventually, I went to get the binoculars for a better view.  I could see five or six square lights in a row: the middle light being the biggest.  Inside or behind these six lights was a brighter light that moved from the middle to the far right side.  There was no rhythm to the movement of the brightest light.  Sometimes the whole object would fade away, like it was going away from me, not across the sky like an airplane, but move back from me in depth.  I did see clouds moving across it.  The object stayed there in the same spot in the sky for at least 30 minutes.  I did not see it leave because I had to get in the shower however, I did make my husband get up and he saw it too.",2006-05-15T00:00:00,34.313217712177035,-83.8058749077491
Camera like flash of light that lit up the sky followed by a second flash,Colorado Springs,CO,2006-03-14T08:00:00,flash,5 seconds,"Occurred : 3/14/2006 08:00  (Entered as : 3/14/06 8:00) Reported: 4/14/2006 7:23:42 AM 07:23 Posted: 5/15/2006 Location: Colorado Springs, CO Shape: Flash Duration:5 seconds",http://www.nuforc.org/webreports/050/S50120.html,Camera like flash of light that lit up the sky followed by a second flash ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD)),2006-05-15T00:00:00,38.861478298237735,-104.7803977653625
"Three white dots flying across the sky in Agoura Hills, CA",Agoura Hills,CA,2006-03-14T18:45:00,formation,10 seconds,"Occurred : 3/14/2006 18:45  (Entered as : 03/14/06 18:45) Reported: 3/15/2006 9:07:11 PM 21:07 Posted: 5/15/2006 Location: Agoura Hills, CA Shape: Formation Duration:10 seconds",http://www.nuforc.org/webreports/049/S49662.html,"Three white dots flying across the sky in Agoura Hills, CA I was working in Agoura Hills, CA in the evening.  I walked out of the office to take a cell phone call and saw three ""dots"" in the sky - circles of light, not sparkly or shining and refracting light like a star or an LED, just smooth sort of matte white dots with a discernible diameter (a bit less than 1/4 the size of the moon on a typical night). The dots were north of me, and they appeared to be several miles away from me, about 70 degrees up from the horizon and falling very rapidly in a formation pattern, much faster than a plane or any object would normally descend, but I thought I was seeing a plane flying straight down and I said so to the person I was talking to on the phone, then the dots seemed to swirl around each other for an instant at about 30-40 degrees above the horizon and then immediately turned out of the descent and began moving parallel to the horizon, moving directly east for a few seconds, then they seemed to swirl around each other again and went straight down again, descending below my field of view which was blocked by a bunch of tall trees across the street. And that was it. I didn't see an object attached to the dots - just the white dots themselves. No trails, no haze, no glow, no sound, just white dots moving in a formation pattern descending, then flying east, then descending again below my field of view. I kept watching and did not see them reappear. A person was on the phone with me while this was happening and heard me reacting to the event (various exclamations and four letter words).",2006-05-15T00:00:00,34.126770289854974,-118.76487028985544
